description,26FP12B,26FP12C,26FP12D,26FP12E1.3.LA,26FP12E1.3.ME,26FP12E1.3.YE,26FP12E1.TE,26FP12E2.TE,26FP12I,26FP15B,26FP15C,26FP15D,26FP15E1.3.LA,26FP15E1.3.ME,26FP15E1.TE,26FP15E2.TE,26FP15E3.TE,26FP15E4.6.LA,26FP16B,26FP16C,26FP16D,26FP16E1.2.LA,26FP16E1.2.ME,26FP16E1.TE,26FP16E1.YE,26FP16I,26FP17B,26FP17C,26FP17D,26FP17E1.2.LA,26FP17E1.2.ME,26FP17E1.TE,26FP17E2.TE,26FP18B,26FP18C,26FP18D,26FP18E1.3.ME,26FP18E1.TE,26FP18E1.YE,26FP18E4.8.LA,26FP3B,26FP3C,26FP3D,26FP3E2.TE,26FP3E3.TE,26FP3E4.LA,26FP3E4.TE,26FP3E9.7.LA,26FP3I,26FP7B,26FP7C,26FP7D,26FP7E1.TE,26FP7E2.TE,26FP7E3.TE,26FP7I,26FP8B,26FP8C,26FP8D,26FP8E1.2.LA,26FP8E1.ME,26FP8E1.TE,26FP8E1.YE,26FP8E2.TE,26FP8I
(5Z)-dodec-5-enoate biosynthesis,3362.144435,3355.00678,3003.213456,17543.14611,14843.51676,11428.63,63504.55,68930.3,3041.160626,2964.432857,9409.213311,2283.114197,11915.00288,21492.10798,5486.815116,15135.78371,9360.631917,15719.83,3581.601803,2039.133043,5307.492,12504.64034,16871.22096,21880.3831,10618.10796,17.5455219,4392.240615,5936.154129,11068.19,17100.81,17328.54072,18460.26185,25939.19,4470.667846,6893.352,10413.56312,14122.88971,13942.17,18818.74361,27753.69,3457.054887,4681.740135,3700.325106,23493.94906,16905.75466,19924.74827,68069.83,17376.95,3.952816,3592.215,4441.423027,3902.497428,8544.17766,9813.447,12898.56575,71.371433,8233.320211,14154.52551,9155.282124,16148.1075,8362.258969,6266.331438,14071.47473,9350.890881,1274.44685
mycothiol biosynthesis,8.666667,6.1764706,2.702703,0,0,0,0,0,0,1,6.496063,0,0,0,0,0,0,0,4.285714,7.179487,12.85714,1.111111,5.555556,0,0,0,8.181818,3.448276,57.00531,0,1.333333,0,0,9.183673,6.47619,35,0,0.8275984,0,0,0,6,7.796776,22.417318,0,0,1.427642,1.111111,6.74829,5.405405,50.713773,14.350649,25.606768,0,0,0,5.674603,8.600683,7,0,0,0,1.111111,0,0
nitrate reduction VI (assimilatory),7.497053,1.4998628,7.496139,0,0,0,3100.352,2708.245,862.159915,0,25.474912,29.921793,34.469551,0,73.203144,520.792082,7.498198,0,8.99595,0,11.99401,0,0,46.469832,0,1.472973,1.499912,0,76.69225,4.499636,4.499642,233.076304,1011.979,14.984395,35.05774,67.404048,0,58.4258,4.499677,345.2075,1936.603067,11.991167,13.788901,352.389521,207.125465,249.544813,1580.725,0,1.468274,10.49481,49.40113,4.498987,282.186086,147.8097,47.945062,67.407909,38.954643,5375.262413,11.996771,0,0,132.638606,0,91.22581,111.3941243
phosphatidylglycerol biosynthesis I (plastidic),6863.044745,6408.588303,4194.910099,15203.96411,12746.75686,10258.18,52682.11,69453.99,11417.75997,6328.606021,10877.20539,3597.728795,10694.71686,18435.06108,4726.690373,11952.42619,8091.364586,13421.3,6858.614418,10726.87607,7030.44,10606.57667,15049.89297,19799.98167,9123.104743,18.6036736,8238.252593,12101.05192,11963.16,14397.35,15210.04884,16355.2061,20749.53,5826.648004,8998.965,11968.79487,12218.2104,12518.14,16414.41191,23873.7,11064.53659,5711.425629,4097.969403,19406.56203,14279.09783,17594.55533,66276.37,14827.1,12.798678,7227.01,7551.335956,5387.999739,7910.232527,8957.365,11313.17486,343.219863,12864.10077,21077.81054,15044.45173,13391.04595,7550.343375,5321.35773,12242.49948,7665.805244,1352.684304
phosphatidylglycerol biosynthesis II (non-plastidic),6863.044745,6408.588303,4194.910099,15203.96411,12746.75686,10258.18,52682.11,69453.99,11417.75997,6328.606021,10877.20539,3597.728795,10694.71686,18435.06108,4726.690373,11952.42619,8091.364586,13421.3,6858.614418,10726.87607,7030.44,10606.57667,15049.89297,19799.98167,9123.104743,18.6036736,8238.252593,12101.05192,11963.16,14397.35,15210.04884,16355.2061,20749.53,5826.648004,8998.965,11968.79487,12218.2104,12518.14,16414.41191,23873.7,11064.53659,5711.425629,4097.969403,19406.56203,14279.09783,17594.55533,66276.37,14827.1,12.798678,7227.01,7551.335956,5387.999739,7910.232527,8957.365,11313.17486,343.219863,12864.10077,21077.81054,15044.45173,13391.04595,7550.343375,5321.35773,12242.49948,7665.805244,1352.684304
biphenyl degradation,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mycolate biosynthesis,3907.793507,3613.048,3436.664259,20394.59143,17396.53987,13087.59,70196.05,77295.76,3468.681136,3461.736142,9438.73863,2630.772098,13360.61714,24606.66867,6307.409844,17114.77394,10816.85642,18075.62,4159.999436,2377.845782,6068.954,14475.32809,18952.47207,24496.08714,12213.25293,19.7495031,5084.679013,6597.251868,12469.65,20081.55,19724.81,20640.62486,29817.72,4853.333945,7799.736,11770.40216,16332.338,15751.26,21662.11237,31906.36,3986.137095,5181.129329,4181.502906,27301.87229,20008.31434,22628.66829,75902.41,20285.34,4.633572,4186.547,5076.136604,4468.648623,9489.414095,10869.43,14606.21636,83.538095,9398.744812,15528.72531,10554.59265,18861.08991,9468.715155,7141.438056,16110.48555,10922.73047,1389.989954
NAD salvage pathway I,2465.617206,2520.378874,1855.053744,10680.4679,8942.658732,6927.517,35636.58,42423.47,8710.550354,1897.623995,7142.612348,1469.546484,7219.12957,12801.78153,3250.72492,8532.195491,5625.786306,9339.828,2405.889585,1136.897582,3111.747,7427.245679,10198.25277,13148.24284,6353.723337,13.1212184,2670.961958,4215.169982,6223.237,10124.1,10376.96862,10899.29026,14715.95,3156.211364,4475.511,6076.027337,8542.825115,8333.053,11323.53678,16508.69,9293.833298,3309.085691,2087.591619,13913.8092,10103.35446,11833.41218,40329.67,10453.98,10.010796,2299.427,2622.235631,2335.062281,5105.465913,5821.658,7690.411856,282.313336,6249.103792,10263.38804,6112.639918,9737.908044,5044.869315,3697.187278,8482.629395,5496.856507,786.0284119
NAD biosynthesis I (from aspartate),5092.605597,4856.233377,3032.695211,7203.140294,5473.326292,5155.463,28269.4,45233.39,8154.946484,4833.41991,7885.103255,2651.891285,5700.676997,8701.720397,2174.227747,5896.830397,3792.157709,6220.385,5147.288335,9217.774136,5047.495,4608.761476,8091.354791,10705.29402,4310.65305,13.9857211,6045.258137,9129.20679,8006.258,6103.222,7531.664095,8934.166582,9575.602,4393.431607,6027.602,8148.810369,5803.878324,6471.159,7763.468604,11977.76,8689.760393,3820.982794,2811.991266,8949.714344,6102.426475,9234.037587,42228.73,6527.914,9.392398,5537.437,5200.529854,3905.67947,4789.262756,5099.812,5831.8308,233.584513,9088.028988,9194.810589,10780.87239,5946.705554,3918.060136,2730.192193,6147.764156,3327.962558,759.1543751
pyridoxal 5'-phosphate biosynthesis I,2586.264163,2604.316866,1498.529621,350.558696,586.182928,845.8473,7508.24,13516.88,906.925678,924.331903,7168.90922,1102.421197,567.467846,1207.359177,115.802748,224.602519,476.542149,115.8515,2212.293125,1284.602438,2146.153,500.134904,1082.229333,1168.826748,925.644813,14.1090063,1868.028176,4597.964478,5794.409,197.4424,422.668426,1235.704566,593.8431,3423.886584,4652.552,5066.155092,520.258478,392.6802,195.317986,1449.432,2726.082995,3610.705923,1804.654477,761.019566,670.024629,2897.461617,5816.655,328.9894,0,1389.546,2439.863379,2132.331086,1139.99401,1454.064,1271.343408,46.738162,6793.90562,8268.018291,4973.134645,1370.403734,941.623219,330.278192,1020.21074,421.946407,585.3067742
TCA cycle VIII (helicobacter),3051.986726,7065.962771,2201.678948,13230.24076,11498.05347,8744.986,46049.53,47904.8,4977.529328,2199.100004,10283.04729,1846.180474,8799.697916,16453.74647,4021.310038,10662.71622,7196.024702,11998.18,2910.731458,12414.68817,3946.422,9559.622779,12474.47066,16130.80147,8129.878078,23.001017,8777.40421,13114.25322,8842.925,12697.54,13202.17478,13425.822,18376.69,3874.290419,5621.04,8184.247346,10709.39829,10555.55,14426.8599,20477,3933.53143,4316.265173,2681.148743,17296.18928,12650.60407,14974.93489,45026.02,13375.21,12.39542,2382.562,8875.040398,3025.215938,6016.077828,7236.814,9714.459374,179.581633,7301.881482,10618.59655,6996.604218,12047.8101,6265.989153,4510.942434,10451.48202,7078.149304,1142.004985
L-rhamnose degradation I,414.303678,1537.03757,164.709968,0,0,0,0,0,3280.601237,33.626799,6046.031219,114.017912,73.515128,0,0,0,0,0,136.10823,187.493538,40.43132,0,0,0,0,8.849162,22.210651,1988.756816,200.2697,9.793555,0,0,4.382308,2323.471651,1052.474,242.6142,35.61161,1.95628,0,48.02207,4244.912553,1785.906955,126.020266,34.267929,0,1.98845,583.5199,0,8.57,38.82078,278.444386,43.873847,38.645816,43.10243,0,134.542697,1879.515863,11540.13821,733.505668,1.943869,0,0,0,11.182429,244.7823076
flavin biosynthesis I (bacteria and plants),5373.290592,5397.254334,3325.549004,12100.88964,10082.50225,8128.209,42249.92,56051.65,8928.784807,5148.782876,8517.247398,2882.944017,8479.873089,14648.91216,3696.671074,9620.71824,6448.080558,10664.44,5516.79453,9620.910487,5614.07,8400.734484,11952.1926,15737.31284,7269.003359,16.5485101,6790.26352,10136.02199,9241.732,11415.02,12051.35133,13026.72656,16610.62,4584.597698,6634.208,9380.079607,9742.251273,9918.463,13019.92375,18998.41,9792.958006,4100.396243,3200.769354,15541.97848,11169.43124,14064.9945,53326.59,11788.51,11.724572,5888.934,6206.666419,4293.946165,6369.914882,7157.91,9010.107621,272.544492,9659.150665,13289.87873,11754.66016,10804.11676,5937.798719,4256.624011,9712.903155,6146.516943,1011.566922
formaldehyde oxidation I,14.904957,2.9969801,5.981717,0,0,0,3192.688,932.1627,1447.511266,29.459577,5.996376,40.845858,50.717198,0,0,0,14.969902,0,0,0,0,0,0,0,0,7.7890651,2.996144,5.992396,223.7226,11.98968,0,20.968122,5.998237,2780.158627,2.998212,172.365214,0,23.94657,0,0,2192.310412,8.981589,2.995988,17.98288,177.678052,14.985163,8.998285,0,0,8.957718,78.553041,2.995917,0,11.98002,5.996348,51.184142,2.998658,122.242831,32.82823,0,0,0,0,0,166.4587451
adenosine nucleotides degradation II,7508.892444,3791.382278,4547.406718,8720.072773,6527.782635,6368.889,36254.72,60223.09,4528.457229,6881.780209,12766.44807,3813.802185,7064.338831,10792.51652,2802.649547,6881.109087,4621.982936,7601.718,7451.938807,1986.66967,7522.759,5874.859603,10155.35523,13418.30529,5211.985353,15.1079137,7575.679857,6644.38991,13107.38,7314.114,9332.518311,11169.50699,11529.29,2067.88861,9934.111,12613.86735,7092.784178,8088.972,9513.817537,14777.09,6706.89098,6815.013803,4610.492352,10545.13488,7051.549947,11343.74879,55862.5,7855.671,3.977278,8015.729,5315.073908,6047.619862,6069.25679,6498.286,7271.922526,165.938456,14361.25688,14555.34847,15584.25613,7048.916163,4852.589155,3233.194156,7278.680843,3955.296441,960.4443868
superpathway of L-serine and glycine biosynthesis I,5999.215189,5397.380801,3823.838645,12676.0491,10549.00101,8625.52,45685.16,61332.12,10082.49405,5779.043266,8519.874446,3251.766016,9035.401491,15357.70204,4014.491716,10398.41454,6770.940161,11186.76,6201.130666,9827.426634,6522.621,8859.576458,12679.81325,16801.71554,7632.819899,19.6081831,7555.944275,10398.56722,12086.39,11843.44,12740.83702,13990.11759,17795.41,5070.83478,7739.703,11139.01572,10211.07947,10588.03,13748.39969,20305.76,10528.90696,4631.212992,4038.338763,16469.42646,11769.03633,14968.01407,58347.1,12342.72,15.851166,6670.715,7075.623276,5244.521914,6965.530161,7687.266,9555.829625,322.066095,10721.01722,10576.94726,13288.97969,11161.07591,6255.771155,4536.029278,10163.2509,6447.372699,1424.468838
sulfate reduction I (assimilatory),5908.025548,4264.544979,3515.552496,5911.738243,4745.816096,4772.154,30425.75,50507.61,1865.959793,5665.471719,10205.57587,3081.024914,5127.785581,7876.621353,1905.554506,5243.026038,3418.940378,5639.345,6097.48228,2873.758565,6072.579,4145.083702,7211.953588,10111.1264,3885.484842,15.8966304,6044.560814,7326.131298,9686.222,5318.254,6928.553849,8537.917243,8807.063,4843.082465,7355.316,9553.063423,5032.150632,6232.507,6998.647583,11085.89,1932.41592,4758.370007,3382.137602,7417.328144,4862.293851,9145.574817,46506.25,5650.919,6.774569,6484.028,4121.226193,4714.756986,5054.257977,5207.236,5491.192498,46.993811,10878.25071,9860.120902,12787.89039,4741.869109,3575.399494,2407.99801,5213.569386,2839.706018,859.4947033
sucrose biosynthesis I (from photosynthesis),0,0,39.598919,0,0,44.81551,2.999838,0,85.872367,0,0,0,0,0,0,0,0,0,4.995655,0,0,0,0,4.998806,0,0,0,0,0.9999146,0,0,0,0,0,1.999523,0,0,0,0,0,0,0,5.990946,0,272.857855,4.998664,0,0,0,0,0,9.979978,0,0,0,0,0,0,0,0,0,0,0,0,0
superpathway of sulfate assimilation and cysteine biosynthesis,6617.874553,3734.717999,4036.084535,7207.988723,5814.182035,5727.491,35515.5,57052.75,3272.035627,6326.324986,9155.136325,3497.147169,6130.308738,9513.052661,2394.535733,6362.366994,4138.917703,6766.292,6833.28144,3144.776607,6902.863,5110.920195,8585.552602,11998.53363,4687.329748,19.515772,7178.521126,6923.052514,11469.31,6462.857,8257.14558,10089.96581,10534.15,4548.79051,8258.743,11156.44127,6092.449783,7360.813,8419.46705,13222.46,3572.155843,5111.124009,3958.009443,9078.520716,6037.040645,10815.21124,52654.2,6893.646,9.108032,7285.488,5248.685393,5409.651883,5832.021211,6055.322,6558.454393,87.438036,11892.13872,10976.06002,14287.33338,6019.851139,4273.233142,2903.133647,6328.627029,3475.933706,1123.891716
TCA cycle I (prokaryotic),8115.638082,4897.553044,5073.752811,16926.03349,14097.95835,11573.26,62642.21,84763.18,3277.140694,7917.200874,10458.40038,4402.746475,12008.18358,20525.22058,5218.141985,13724.23836,9079.606874,15017.59,8367.181135,5012.432458,8778.875,11754.05622,16882.74249,22484.73764,10204.40488,23.3860442,9105.860921,9261.755502,13903.84,15635.75,17065.62132,18835.73921,23813.3,5038.486568,10111.47,14057.39239,13661.33662,14236.37,18403.15134,27349.48,5683.378172,5903.276943,4924.840655,21763.86728,15668.44651,20222.56248,80526.01,16509.31,12.966055,9065.282,6786.186001,6598.926067,9358.533549,10311.75,12850.40392,121.313384,14550.60917,11509.40857,18007.9405,14818.55741,8379.500767,6033.813705,13547.26247,8621.241293,1179.173441
superpathway of glyoxylate bypass and TCA,6779.369387,3056.601029,4162.743904,14826.68603,12345.1717,10065.57,52039.82,71112.61,1996.41806,6640.709789,8527.895763,3650.118541,10416.98133,17944.09854,4514.89221,11884.81215,7929.291824,13125.48,7001.798976,2384.604767,7217.975,10272.54815,14719.31113,19510.94543,8926.075241,16.2441354,7341.349545,5723.517731,11147.56,13686.22,14882.56782,16242.86795,20551.83,4004.404522,8370.037,11411.65211,11938.70292,12341.17,16064.852,23645.93,2035.986282,4989.434572,3950.316752,19023.11825,13683.74313,17462.13026,68098.49,14462.13,11.282877,7584.347,5103.148749,5406.834184,7984.376918,8886.688,11138.62585,50.62882,12290.28452,9754.584548,15085.84864,13026.82478,7297.249668,5244.28695,11826.66681,7538.486502,785.3524284
teichoic acid (poly-glycerol) biosynthesis,4.348876,0,56.359745,0,0,0,1722.047,500.1334,1608.305145,15.073189,1.454461,30.821061,12.678891,0,0,0,13.188473,0,1.591486,1.722271,5.644087,0,0,0,0,0,0,16.10657,57.26664,0,0,12.508102,11.87175,3.765968,9.651003,73.818305,0,11.95028,0,0,661.257848,46.138113,14.369401,1.548039,7.744114,19.989991,18.18674,0,0,0,13.945544,0,0,0.3949915,3.727708,34.523809,11.000616,1562.83267,62.060501,0,0,0,0,11.924505,81.8350872
superpathway of thiamin diphosphate biosynthesis I,2919.688387,4632.845601,1526.238073,59.731081,234.837066,29.89863,44.95673,29.98569,2596.249985,347.931265,8637.77412,1141.182747,1346.084109,44.874252,59.111441,14.979054,14.968042,89.31276,1276.839465,2030.987674,377.6945,14.975327,89.396263,119.173992,0,14.5452491,260.938943,8117.025144,2612.511,268.4566,89.393161,206.97955,107.3722,4597.169563,4720.946,2824.179176,417.961976,59.67021,133.732068,134.1323,6024.501443,3775.314497,1056.406708,133.947871,0,177.905348,5541.513,69.67033,9.474026,499.2353,2263.459627,431.231046,189.757449,489.4671,89.18823,110.703441,7638.991355,10468.33147,5614.074413,191.829745,59.454394,44.572948,74.481972,117.901689,714.8794174
superpathway of L-threonine metabolism,694.375356,2145.274843,191.454522,0,0,0,0,0,8.271239,63.163211,7564.088274,190.461763,4.200641,0,0,0,0,0,224.347745,313.892444,67.56937,0,0,0,0,0,33.810315,2886.018481,88.30647,1.067606,0,0,0.9744545,3039.992441,1616.964,364.9924,0,0,0,0,1351.626141,2433.343043,125.197647,0,0,0,0,0,0,47.4266,432.462313,75.129944,0,1.478665,0,0,2924.49154,10430.43306,1216.29022,0,0,0,0,0,2.6973526
superpathway of L-threonine biosynthesis,5650.217531,5909.013133,3531.471518,13792.21211,11502.20034,9168.661,48229.6,62078.94,9934.249686,5310.151164,10165.44747,3043.381539,9553.075829,16780.06579,4293.175619,11122.47242,7331.452534,12165.55,5696.021043,9604.170964,5916.374,9680.642828,13488.67479,17595.50844,8267.504057,19.5450769,6954.346743,10864.41867,9896.142,13119.04,13681.02071,14681.58292,19077.65,5300.497172,7289.334,10057.97557,11090.54572,11185.46,14789.81236,21608.88,11349.34037,4777.050601,3414.571556,17832.26106,12734.57224,15808.18012,58094.28,13473.08,13.400511,6055.888,6410.073435,4460.711931,7115.589156,8027.593,10219.80443,319.514476,10625.71153,17214.81751,12532.74507,12190.25361,6701.639561,4853.72466,10978.3292,7055.422531,1029.895348
tRNA charging,5620.321793,4803.925902,3459.131803,12656.15364,10583.88437,8525.266,43745.8,57938.2,9763.394653,5366.120439,9033.670268,2995.451447,8871.893934,15347.8772,3929.885834,9947.847152,6756.134654,11194.18,5710.287812,5865.041502,5764.766,8886.548271,12427.03687,16416.97666,7613.60335,16.4838478,6889.341991,8947.46317,9372.719,11966.91,12636.27225,13569.10708,17245.5,4710.083236,6902.457,9583.967481,10197.45682,10416.04,13680.01077,19918.74,10752.84912,4373.824011,3246.197937,16180.2347,11639.55394,14663.8168,55504.71,12380.64,10.919819,6106.246,5996.676195,4378.71365,6583.101317,7436.096,9412.015522,306.410923,10206.21657,17603.94141,12301.28666,11186.23263,6174.863346,4424.286655,10102.3917,6417.723885,1010.99161
L-tryptophan biosynthesis,6012.247029,6217.431619,3606.53257,13556.99837,11298.38404,9103.21,47280.86,62050.62,9385.609258,5687.698726,10338.64989,3176.799982,9465.761369,16438.60168,4237.507463,10732.57654,7223.452772,11973.4,6056.531765,10541.40039,6097.022,9472.141343,13331.97532,17552.36025,8146.398271,18.4192017,7682.257327,11480.60976,9742.99,12810.64,13516.76628,14517.64498,18558.19,5300.832161,7345.083,10007.01466,10910.28777,11125.8,14624.73501,21300.97,9699.527515,4763.716635,3398.727028,17396.05803,12484.81255,15648.78802,59076.85,13243.83,14.051137,6456.767,6740.957115,4629.134526,7048.360186,7939.261,10065.82445,268.297292,11020.38419,9665.182369,12905.64631,11998.35142,6604.467935,4754.206572,10846.48637,6884.257987,1011.21091
L-tyrosine degradation I,6028.404266,330.9535834,3842.639301,12522.31213,10694.63633,8800.09,41991.63,58549.04,1183.314483,6190.403368,306.960708,3309.826983,8844.298957,15411.5202,3767.495196,9384.363951,6873.469189,11348.38,6459.612646,1292.698011,6699.316,8904.565741,12332.92248,16961.32544,7666.515389,6.9478967,6667.375972,1900.948357,10892.51,11493.41,12865.68585,13662.25959,16208.56,826.928859,7127.657,10646.88222,10192.53952,10792.3,13953.21403,20076.18,308.819439,3023.047686,3770.163277,15593.36918,11397.11224,15007.33903,58031.12,12515.44,1.6,7058.049,4083.611264,5168.861422,6687.369792,7591.422,9589.860213,29.085792,9780.497195,1181.770331,13579.55953,11212.89488,6265.825205,4299.561152,9723.366413,6263.302214,594.6111433
superpathway of ubiquinol-8 biosynthesis (prokaryotic),3829.028842,3047.233071,1759.663574,4745.22405,2222.17684,1676.328,22225.55,30198.07,1500.123485,1128.57542,8192.009134,1680.620358,3249.423812,3113.084692,1208.909197,5014.997847,1219.430417,2148.482,2369.996712,2630.128105,2654.281,1235.967727,5078.594856,4424.287808,1416.438923,13.156871,5025.702333,5792.115946,6355.754,3559.261,2571.55891,5393.313399,8530.678,3932.68557,5962.21,6061.899924,2909.932401,1780.807,2545.092526,7430.571,1424.275801,4359.294482,2074.333712,6691.053566,6373.877002,3333.186695,23813.72,2312.621,2.736299,1764.784,4828.691859,2361.420266,2468.940074,1910.213,2526.347065,44.458192,9228.940782,9179.539499,6178.670015,3605.468792,1987.195652,1776.957871,4558.321708,2186.228758,555.7496005
UDP-N-acetyl-D-glucosamine biosynthesis I,5397.360008,5324.461636,3333.604773,12891.79121,10776.30151,8637.957,44759.8,58323.72,4500.540614,5203.939717,8459.55936,2920.713373,8971.439252,15692.32341,4021.106679,10260.2604,6886.619665,11423.9,5527.402979,9477.535695,5678.227,9079.798737,12658.82528,16688.1104,7768.233944,13.644363,6796.04067,9995.357078,9145.842,12223.1,12869.32682,13779.43385,17738.77,4755.347079,6659.887,9388.734256,10376.01051,10551.01,13921.24052,20228.56,5727.672654,4131.475268,3157.947284,16555.70318,11889.6206,14820.07056,55489.73,12632.32,9.527564,5905.831,6130.650503,4275.999431,6656.010056,7514.187,9575.781047,169.06475,9723.86176,16328.76715,12040.79132,11553.53017,6271.824709,4499.551736,10291.63022,6572.882779,836.5840465
L-valine degradation I,0,0,0,0,0,0.9899398,103.3606,8.999339,0,2.999211,0,0,0,0,0,0,0,0,0,0,2.009687,0,0,5.998888,0,0,0,0,0,0,0,26.973027,26.52292,0,0,0,0,8.995997,0,0,0,0,0,35.958319,38.701444,9.986506,194.6721,0,0,0,0,0,0,2.999399,5.998042,0,0,0,0,0,0,0,0,0,0
L-valine biosynthesis,7977.867206,7216.895439,4915.263788,16581.2912,13503.37988,11163.81,64230.32,83062.69,12846.28306,7590.241977,12794.78151,4313.886825,11806.47914,19899.13663,5209.754598,13722.87713,8739.957609,14399.13,8083.563243,11493.36508,8407.313,11335.118,16542.35354,22013.96219,9854.329744,23.6108195,9676.700422,13424.15576,13546.93,15426.07,16486.70519,18410.85092,23618.3,6255.89922,9858.575,13690.13837,13330.5207,13764.15,17752.77296,26473.82,13543.57862,6215.437415,4729.394497,21446.7738,15357.63502,19606.06428,78222.34,15840.81,17.06041,8708.441,8497.68232,6281.752117,9300.503148,10069.1,12482.7475,402.254693,14456.31483,20583.69612,17362.12434,14524.93021,8144.613572,5935.094448,13342.09394,8346.549065,1350.964346
